subject,topic,question,A,B,C,D,answer,explanation
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm trong dẫn truyền cảm giác xúc giác, NGOẠI TRỪ:",Có 3 noron tham gia dẫn truyền từ hạch gai lên vỏ não,"Noron thứ 3 có thân ở đồi thị, sợi trục tận cùng ở thùy chẩm của vỏ não",Loại sợi Aβ dẫn truyền cảm giác xúc giác tinh tế,Loại sợi C dẫn truyền cảm giác xúc giác thô sơ,B,"Theo DeCuong2025_SinhLyThanKinh.docx, Nơron thứ ba: thân nằm ở đồi thị, sợi trục tận cùng ở thùy đỉnh của vỏ não.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B (Noron thứ 3 có thân ở đồi thị, sợi trục tận cùng ở thùy chẩm của vỏ não) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm dẫn truyền trên sợi trục có myelin, NGOẠI TRỪ:",Tiêu hao nhiều năng lượng hơn so với sợi trục không có myelin,Tốc độ dẫn truyền nhanh hơn so với sợi trục không có myelin,Điện thế hoạt động lan truyền theo kiểu “nhảy cách” qua các eo Ranvier,Đường kính các sợi trục có myelin càng lớn thì tốc độ dẫn truyền càng nhanh,A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, + Dẫn truyền trên sợi có myelin: điện thế hoạt động lan truyền theo kiểu ""nhảy cách"" qua các eo Ranvier. Do đó kiểu dẫn truyền này có tốc độ nhanh hơn dẫn truyền trên sợi không có myelin và tiết kiệm năng lượng cho nơron.... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Tiêu hao nhiều năng lượng hơn so với sợi trục không có myelin) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Thụ thể của hệ thần kinh giao cảm trên mạch là:,Beta 1,Alpha 1,Beta 2,Alpha 2,B,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, + Vị đắng: tác nhân là các chất hữu cơ mạch dài có chứa nitrogen, các alkaloid được nhận cảm chủ yếu ở phía sau lưỡi.. Vì vậy đáp án B (Alpha 1) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Sự chi phối của thần kinh phó giao cảm tới các tạng trong ngực bụng xuất phát từ:,Dây III,Dây VII,Dây IX,Dây X,D,"Theo book_17_SinhLyTKVanDong_raw.docx, Xuất phát: Hành não: dây X; Nơi chi phối: - Các tạng trong ngực: tim, phổi, thực quản...; - Các tạng trong bụng: dạ dày, ruột non, nửa đầu ruột già, gan, túi mật, tụy. Vì vậy đáp án D (Dây X) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Đặc điểm của hệ giao cảm:,Trung tâm nằm không liên tục nhau trên não và tủy sống,"Sợi tiền hạch dài, sợi hậu hạch ngắn","Hạch gần tạng, xa trung tâm",Ảnh hưởng giao cảm thường lan rộng,D,"Theo book_17_SinhLyTKVanDong_raw.docx, Hệ giao cảm: Một sợi tiền hạch thường tạo synap với khoảng 20 sợi hậu hạch nên khi kích thích ảnh hưởng giao cảm thường lan rộng.... Vì vậy đáp án D (Ảnh hưởng giao cảm thường lan rộng) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Dây thần kinh sọ não tham gia đường dẫn truyền ly tâm của hệ thần kinh phó giao cảm, NGOẠI TRỪ:",V,III,VII,X,A,"Theo DeCuong2025_SinhLyThanKinh.docx, Trên đường đi bó này nhận thêm các sợi cảm giác xúc giác vùng đầu mặt của dây V.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (V) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Sợi C có chức năng:,Sợi tiền hạch giao cảm,"Sợi truyền cảm giác đau “chậm”, sợi hậu hạch giao cảm",Sợi truyền xúc giác (da),Sợi vận động ở suốt cơ,B,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Loại sợi: C; Chức năng: Sợi truyền cảm giác đau ""chậm"", sợi hậu hạch giao cảm; Đường kính (um): 1 (không myelin); Tốc độ dẫn truyền (m/s): 0,5-2. Vì vậy đáp án B (Sợi truyền cảm giác đau “chậm”, sợi hậu hạch giao cảm) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Các đặc trưng của phản xạ có điều kiện, NGOẠI TRỪ:",Trung tâm phản xạ ở vỏ não (nơi hình thành đường liên lạc tạm thời),Có tính chất bẩm sinh,Không di truyền,"Có tính chất tạm thời, mất đi khi không được củng cố",B,"Theo book_19_SinhLyTKCaoCap_raw.docx, Ức chế không điều kiện là những ức chế có tính chất bẩm sinh, bao gồm:. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B (Có tính chất bẩm sinh) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của hệ thần kinh tự chủ, NGOẠI TRỪ:",Các sợi tiền hạch của hệ giao cảm và hệ phó giao cảm đều là sợi cholinergic,Acetylcholin khi được tiêm vào hạch sẽ kích thích noron hậu hạch của hệ giao cảm,Các sợi hậu hạch của hệ phó giao cảm đều là sợi cholinergic,Phần lớn sợi hậu hạch của hệ giao cảm là sợi adrenergic,B,"Theo book_15_SinhLyNoRonSyNap_raw.docx, + Acetylcholin: bài tiết bởi nhiều vùng của não như tế bào tháp lớn, các nhân nền não, noron chi phối cơ vân, sợi tiền hạch giao cảm và phó giao cảm, sợi hậu hạch phó giao cảm....... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B (Acetylcholin khi được tiêm vào hạch sẽ kích thích noron hậu hạch của hệ giao cảm) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Đặc điểm dẫn truyền xung động trong một bó sợi trục:,Sự dẫn truyền xung động xảy ra trên từng sợi không lan tỏa sang các sợi khác,Xung động thần kinh chỉ được dẫn truyền trên noron còn nguyên vẹn dưới dạng điện thế hoạt động theo cả hai chiều,Tuân theo quy luật “tất cả hoặc không”,Tốc độ dẫn truyền tỷ lệ thuận với đường kính sợi trục,A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Dây thần kinh ở ngoại biên cũng như các đường dẫn truyền trong hệ thần kinh trung ương không phải là một sợi trục mà là một bó gồm nhiều sợi trục có và không có myelin..... Vì vậy đáp án A (Sự dẫn truyền xung động xảy ra trên từng sợi không lan tỏa sang các sợi khác) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Cảm giác xúc giác tinh tế được dẫn truyền từ tủy sống về đồi thị theo:,Bó gai thị trước,Bó gai thị sau,Bó Goll - Burdach,Bó tủy tiểu não,B,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, Bó gai thị sau: sợi to, có myelin, dẫn truyền nhanh cảm giác xúc giác tinh tế. Đường dẫn truyền:. Vì vậy đáp án B (Bó gai thị sau) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Tổn thương vùng cầu não bên trái gây:,Mất cảm giác xúc giác bên phải,Mất cảm giác xúc giác bên trái,Mất một phần cảm giác xúc giác 2 bên,Mất toàn bộ cảm giác xúc giác 2 bên,A,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, + Mô bên trong: màng xương, thành động mạch, mặt khớp, màng não, thành các tạng có ít thụ thể đau nhưng gây được cảm giác đau nhờ hiện tượng cộng kích thích.. Vì vậy đáp án A (Mất cảm giác xúc giác bên phải) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm phản xạ có điều kiện, NGOẠI TRỪ:",Có tính chất tập luyện,Có tính cá thể,Không tính chất di truyền,Có tính vĩnh viễn suốt đời,D,"Theo book_19_SinhLyTKCaoCap_raw.docx, Phản xạ không điều kiện: Có tính chất vĩnh viễn, suốt đời; Phản xạ có điều kiện: Có tính chất tạm thời, mất đi khi không được củng cố. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Có tính vĩnh viễn suốt đời) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm dẫn truyền cảm giác nhiệt, NGOẠI TRỪ:",Sợi trục tận cùng của noron thứ 2 ở chất lưới thân não,Chặng thứ hai dẫn truyền tủy sống lên thân não và đồi thị,Loại sợi Aδ có myelin dẫn truyền chậm cảm giác nóng,Noron thứ 3 có thân ở đồi thị,C,"Theo DeCuong2025_SinhLyThanKinh.docx, + Loại sợi C không có myelin: dẫn truyền chậm cảm giác nóng.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án C (Loại sợi Aδ có myelin dẫn truyền chậm cảm giác nóng) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Các tế bào thần kinh đệm, NGOẠI TRỪ:",Tế bào hình sao,Tế bào ít nhánh,Tế bào Schwann,Tế bào nhiều nhánh,D,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Tế bào ít nhánh (oligodendrocytes): tổng hợp myelin trong hệ thần kinh trung ương.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Tế bào nhiều nhánh) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Đặc điểm dẫn truyền trên sợi không có myelin:,Điện thế hoạt động lan truyền theo kiểu “nhảy cách” qua các eo Ranvier,Điện thế hoạt động lan dần sang các điểm lân cận,Điện thế hoạt động lan truyền ngắt quãng,Điện thế hoạt động tại một điểm,B,"Theo book_15_SinhLyNoRonSyNap_raw.docx, + Dẫn truyền trên sợi không có myelin: điện thế hoạt động lan dần sang các điểm. Vì vậy đáp án B (Điện thế hoạt động lan dần sang các điểm lân cận) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Các yếu tố ảnh hưởng lên tính hưng phấn của noron, NGOẠI TRỪ:",pH,Oxy,Thuốc,Nhiệt độ,D,"Theo DeCuong2025_SinhLyThanKinh.docx, Tổn thương vùng này: bệnh nhân không cảm nhận được nhiệt độ.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Nhiệt độ) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Các đặc trưng của phản xạ có điều kiện:,Có tính chất chủng loài,Không di truyền,Phụ thuộc vào tính chất của kích thích và bộ phận nhận cảm,Trung tâm phản xạ ở vùng dưới vỏ,B,"Theo book_19_SinhLyTKCaoCap_raw.docx, Phản xạ không điều kiện: Có tính chất di truyền; Phản xạ có điều kiện: Không di truyền.. Vì vậy đáp án B (Không di truyền) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm dẫn truyền cảm giác xúc giác, NGOẠI TRỪ:",Loại sợi Aβ có myelin dẫn truyền nhanh cảm giác xúc giác tinh tế,Chặng thứ nhất dẫn truyền từ thụ thể vào tủy sống,Loại sợi Aβ có myelin giúp xác định chính xác sự thay đổi của các kích thích,Bó gai thị trước dẫn truyền chậm cảm giác xúc giác tinh tế,D,"Theo DeCuong2025_SinhLyThanKinh.docx, Bó gai thị sau: sợi to, có myelin, dẫn truyền nhanh cảm giác xúc giác tinh tế. Đường dẫn truyền:. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Bó gai thị trước dẫn truyền chậm cảm giác xúc giác tinh tế) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm dẫn truyền cảm giác xúc giác, NGOẠI TRỪ:",Loại sợi C không có myelin dẫn truyền chậm cảm giác xúc giác tinh tế,Chặng thứ nhất dẫn truyền từ thụ thể vào tủy sống,Loại sợi Aβ có myelin giúp xác định chính xác vị trí,Bó gai thị sau dẫn truyền nhanh cảm giác xúc giác tinh tế,A,"Theo DeCuong2025_SinhLyThanKinh.docx, + Loại sợi C không có myelin: dẫn truyền chậm cảm giác xúc giác thô sơ như áp suất lên toàn thân, ngứa.... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Loại sợi C không có myelin dẫn truyền chậm cảm giác xúc giác tinh tế) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm dẫn truyền cảm giác nhiệt, NGOẠI TRỪ:",Sợi trục tận cùng của noron thứ 2 ở chất lưới thân não,Noron thứ nhất thân nằm ở sừng sau tủy sống,Loại sợi C không có myelin dẫn truyền chậm cảm giác nóng,Noron thứ 3 có thân ở đồi thị,B,"Theo DeCuong2025_SinhLyThanKinh.docx, + Nơron thứ hai: thân nằm ở sừng sau tủy sống, sợi trục bắt chéo sang bên kia và đi thẳng lên theo cột trắng trước bên tận cùng ở đồi thị đối bên.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B (Noron thứ nhất thân nằm ở sừng sau tủy sống) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Đám rối dương vùng thượng vị xuất phát từ các sợi trục:,Hạch mạc treo,Hạch tạng,Hạch hạ vị,Hạch cổ,B,"Theo DeCuong2025_SinhLyThanKinh.docx, + Nhóm hạch trước cột sống: hạch tạng (từ đây các sợi hậu hạch đi ra tạo thành đám rối dương vùng thượng vị), hạch mạc treo, hạch hạ vị nằm trong ổ bụng.. Vì vậy đáp án B (Hạch tạng) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Sợi trục có tốc độ dẫn truyền nhanh nhất:,A alpha : đường kính 15 mm,A beta : đường kính 8 mm,A gamma : đường kính 5 mm,A delta : đường kính 3 mm,A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Loại sợi: Aα; Chức năng: Sợi cảm giác suốt cơ, thị giác, sợi vận động cơ vân; Đường kính (um): 15; Tốc độ dẫn truyền (m/s): 70-120. Vì vậy đáp án A (A alpha : đường kính 15 mm) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Trong trường hợp men Cholinesterase bị bất hoạt, động vật thí nghiệm có biểu hiện, NGOẠI TRỪ:",Tăng nhịp tim,Co đồng tử,Tăng nhu động ruột,Tăng trương lực cơ vân,A,"Theo book_17_SinhLyTKVanDong_raw.docx, Phản xạ thực vật của hệ tim mạch: điều hòa hoạt động tim và huyết áp. Nhìn chung kích thích giao cảm gây tăng hoạt động, phó giao cảm làm giảm hoạt động.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Tăng nhịp tim) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Khả năng hưng phấn của noron với các đặc điểm, NGOẠI TRỪ:",Tác nhân kích thích,Ngưỡng kích thích rất thấp,Hoạt tính chức năng cao,Chuyển hóa của noron tăng,A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, + Acetylcholin: bài tiết bởi nhiều vùng của não như tế bào tháp lớn, các nhân nền não, noron chi phối cơ vân, sợi tiền hạch giao cảm và phó giao cảm, sợi hậu hạch phó giao cảm....... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Tác nhân kích thích) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Tình huống nào sau đây là biểu hiện của phản xạ có điều kiện ở sinh vật, NGOẠI TRỪ:",Chó vẫy đuôi mừng chủ,Nhận ra giọng nói của người bạn cũ,Tiết nước bọt khi nghe kể về một loại trái cây chua,Chó sủa người lạ,D,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, Mắt người lúc nghỉ có độ khúc xạ = 66,7 Điôp. Khả năng làm tăng tối đa độ khúc xạ của thủy tinh thể bằng cách điều tiết là 12 Điôp..... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Chó sủa người lạ) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Chặng dẫn truyền hướng tâm cảm giác xúc giác tinh tế từ ngoại biên về đồi thị có đặc điểm:,Sợi A beta tham gia dẫn truyền,Có 2 noron tham gia,Từ tủy sống chỉ đi theo bó gai thị trước đến tận cùng ở chất lưới thân não và phức hợp bụng nền ở đồi thị,"Vị trí bắt chéo tại noron thứ 2, thân nằm sừng sau tủy sống, sợi trục bắt chéo sang bên đối diện",A,"Theo DeCuong2025_SinhLyThanKinh.docx, Bó gai thị sau: sợi to, có myelin, dẫn truyền nhanh cảm giác xúc giác tinh tế. Đường dẫn truyền:. Vì vậy đáp án A (Sợi A beta tham gia dẫn truyền) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Tuyến lệ, tuyến mũi, tuyến dưới hàm nhận sự chi phối của thần kinh phó giao cảm xuất phát từ:",Chất xám tủy sống S2 - S4,Trung não : dây thần kinh III,Hành não : dây thần kinh VII,Hành não : dây thần kinh IX,C,"Theo book_17_SinhLyTKVanDong_raw.docx, Xuất phát: Hành não: dây VII; Nơi chi phối: Tuyến lệ, tuyến mũi, tuyền dưới hàm. Vì vậy đáp án C (Hành não : dây thần kinh VII) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Chất làm tăng tính hưng phấn của noron do ức chế các chất truyền đạt ức chế:,Cafein,Theophyllin,Theobromin,Strychnine,D,"Theo DeCuong2025_SinhLyThanKinh.docx, + Ảnh hưởng của thuốc: thuốc làm tăng tính hưng phấn do làm giảm ngưỡng kích thích như cafein, theophyllin, theobromin; thuốc làm tăng tính hưng phấn do ức chế các chất truyền đạt ức chế như strychnine.... Vì vậy đáp án D (Strychnine) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Các tế bào không thuộc hệ thống tế bào thần kinh đệm:,Astrocytes,Oligodendrocytes,Schwann cells,Neuron cells,D,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Một số loại tế bào thần kinh đệm như:. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Neuron cells) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm trong dẫn truyền cảm giác xúc giác, NGOẠI TRỪ:",Có 3 chặng dẫn truyền,Bó gai thị sau bắt chéo ở nhân thon và nhân chêm của hành não,Bó gai thị trước bắt chéo ở tủy sống,Có 2 noron tham gia dẫn truyền,D,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Thân nơron (soma): có chứa nhân, nhiều tơ thần kinh và ty thể. Đặc biệt thân nơron cũng chứa nhiều thể Nissl (mRNA) làm cho nó có màu xám. Thân là nơi xử lý thông tin của nơron..... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Có 2 noron tham gia dẫn truyền) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Sợi trục có tốc độ dẫn truyền chậm nhất:,A alpha,A beta,B,C,D,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Loại sợi: C; Chức năng: Sợi truyền cảm giác đau ""chậm"", sợi hậu hạch giao cảm; Đường kính (um): 1 (không myelin); Tốc độ dẫn truyền (m/s): 0,5-2. Vì vậy đáp án D (C) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Chọn câu SAI:,Sợi giao cảm đến chi phối cho tủy tuyến thượng thận chỉ có một sợi,Tế bào tủy tuyến thượng thận do tế bào thần kinh biệt hóa tạo thành,Tủy tuyến thượng thận gây bài tiết catecholamin có tác dụng giống hiệu ứng giao cảm,Tủy tuyến thượng thận có tác dụng giao cảm trực tiếp,D,"Theo book_17_SinhLyTKVanDong_raw.docx, Đặc biệt: sợi giao cảm đến chi phối tuỷ thượng thận chỉ có một sợi và tạo synap với tế bào tủy thượng thận (do tế bào thần kinh biệt hóa tạo thành) gây bài tiết hormon catecholamin có tác dụng giống hiệu ứng giao cảm (tá.... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Tủy tuyến thượng thận có tác dụng giao cảm trực tiếp) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Vị trí trung tâm của hệ thần kinh giao cảm:,Sừng bên tủy sống đoạn D1 - L2,Hành não và cầu não,Sừng trước tủy sống đoạn D1 - L2,Vùng vỏ não,A,"Theo book_17_SinhLyTKVanDong_raw.docx, Trung tâm: sừng bên chất xám tủy sống đoạn D1-L2.. Vì vậy đáp án A (Sừng bên tủy sống đoạn D1 - L2) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Ở nhiệt độ 70°C, bệnh nhân sẽ nhận cảm cảm giác gì:",Cảm giác nóng,Cảm giác lạnh,Cảm giác đau,Không còn cảm giác,C,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, + Loại sợi C không có myelin: dẫn truyền chậm cảm giác đau mạn.. Vì vậy đáp án C (Cảm giác đau) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Các hạch nằm trong thành các tạng ở cổ, ngực, bụng thuộc dây:",III,VII,IX,X,D,"Theo book_17_SinhLyTKVanDong_raw.docx, + Các hạch nằm ngay trong thành các tạng ở cổ, ngực, bụng: thuộc dây thần kinh X và phần xuất phát từ S2-S4.. Vì vậy đáp án D (X) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Thụ thể của acetylcholin nằm trên tế bào cơ vân là:,Nicotinic 1,Muscarinic,Nicotinic 2,"Alpha, Beta",C,"Theo DeCuong2025_SinhLyThanKinh.docx, + Thụ thể nicotinic (N): N, nằm trên tế bào hậu hạch trong synap với sợi tiền hạch giao cảm và phó giao cảm.. Vì vậy đáp án C (Nicotinic 2) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của hệ Adrenergic, NGOẠI TRỪ:",Tủy thượng thận cũng được xem là hệ này,Dopamin tổng hợp từ noradrenalin,80% Noradrenalin chuyển thành adrenalin ở tủy thượng thận,Có 2 loại thụ thể : α và β,B,"Theo DeCuong2025_SinhLyThanKinh.docx, Tyrosin → DOPA → Dopamin → Noradrenalin. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B (Dopamin tổng hợp từ noradrenalin) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Tác dụng của hệ thần kinh tự chủ, NGOẠI TRỪ:",Thông qua các phản xạ thực vật,"Trên hệ tim mạch, kích thích giao cảm làm tăng hoạt động, kích thích phó giao cảm làm giảm hoạt động","Trên hệ tiêu hóa, kích thích giao cảm làm tăng hoạt động, kích thích phó giao cảm làm giảm hoạt động",Giúp điều hòa hoạt động của các cơ quan,C,"Theo book_17_SinhLyTKVanDong_raw.docx, Phản xạ thực vật của hệ tiêu hóa: điều hòa các hoạt động cơ học và bài tiết của hệ tiêu hóa. Nhìn chung kích thích phó giao cảm gây tăng hoạt động, giao cảm làm giảm hoạt động.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án C (Trên hệ tiêu hóa, kích thích giao cảm làm tăng hoạt động, kích thích phó giao cảm làm giảm hoạt động) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Đặc điểm của tế bào ít nhánh là:,"Tham gia vào quá trình trao đổi chất, cung cấp một số chất dinh dưỡng...",Tổng hợp myelin trong hệ thần kinh trung ương,Tổng hợp myelin trong hệ thần kinh ngoại biên,Xuất hiện nhiều sau chấn thương thần kinh,B,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Tế bào ít nhánh (oligodendrocytes): tổng hợp myelin trong hệ thần kinh trung ương.. Vì vậy đáp án B (Tổng hợp myelin trong hệ thần kinh trung ương) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Kích thích phó giao cảm gây:,"Co đồng tử, giảm hoạt động tim mạch và tiêu hóa","Dãn đồng tử, giảm hoạt động tim mạch và tiêu hóa","Co đồng tử, giảm hoạt động tim mạch, tăng hoạt động tiêu hóa","Dãn đồng tử, giảm hoạt động tim mạch, tăng hoạt động tiêu hóa",C,"Theo book_17_SinhLyTKVanDong_raw.docx, Phản xạ thực vật của hệ tim mạch: điều hòa hoạt động tim và huyết áp. Nhìn chung kích thích giao cảm gây tăng hoạt động, phó giao cảm làm giảm hoạt động.. Vì vậy đáp án C (Co đồng tử, giảm hoạt động tim mạch, tăng hoạt động tiêu hóa) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Sợi Aα có chức năng:,"Sợi cảm giác suốt cơ, thị giác, sợi vận động cơ vân",Sợi truyền xúc giác (da),Sợi vận động ở suốt cơ,Sợi tiền hạch giao cảm,A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Loại sợi: Aα; Chức năng: Sợi cảm giác suốt cơ, thị giác, sợi vận động cơ vân; Đường kính (um): 15; Tốc độ dẫn truyền (m/s): 70-120. Vì vậy đáp án A (Sợi cảm giác suốt cơ, thị giác, sợi vận động cơ vân) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Pavlov phân biệt có bao nhiêu loại phản xạ:,2,3,4,5,A,"Theo book_19_SinhLyTKCaoCap_raw.docx, Phản xạ là phản ứng của cơ thể đối với những kích thích của môi trường bên ngoài cũng như bên trong cơ thể. Pavlov phân biệt 2 loại phản xạ: phản xạ không điều kiện (PXKĐK) và phản xạ có điều kiện (PXCĐK).. Vì vậy đáp án A (2) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Loại thụ thể cholinergic nào được tìm thấy ở synape giữa các noron trước hạch và sau hạch của hệ giao cảm:,Muscarinic,Nicotinic,Alpha,Beta,B,"Theo DeCuong2025_SinhLyThanKinh.docx, + Thụ thể nicotinic (N): N, nằm trên tế bào hậu hạch trong synap với sợi tiền hạch giao cảm và phó giao cảm.. Vì vậy đáp án B (Nicotinic) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Loại sợi dẫn truyền cảm giác đau mạn:,C,A alpha,A beta,A delta,A,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, + Loại sợi C không có myelin: dẫn truyền chậm cảm giác đau mạn.. Vì vậy đáp án A (C) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Sự chi phối của thần kinh phó giao cảm làm co cơ đồng tử, cơ thể mi xuất phát từ:",Dây III,Dây VII,Dây IX,Dây X,A,"Theo book_17_SinhLyTKVanDong_raw.docx, Xuất phát: Trung não: dây III; Nơi chi phối: Co cơ đồng tử, cơ thể mi. Vì vậy đáp án A (Dây III) là phù hợp với nội dung bài."
